TITLE,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Civilian Employment per mil,899081.4708434312,904533.8036273419,917191.7323150833,931153.7959349476,943369.2882077054,952454.6167516891,954784.3280087414,962206.0387615222,968615.3846153846,969467.6873776037,919043.7150017016,944887.0364959013,967655.3564620663,964139.5763185312,959007.7224161641,956808.6025348882
Civilian Unemployment per mil,100851.21024444245,95653.01867475732,82742.55842648228,68969.51936050139,56516.49379296559,47487.82225164229,45282.5700757435,37853.04892460412,31569.97219647822,30539.73057978755,81018.16044302819,55305.209086295195,32276.019824628285,35860.42368146884,40803.373078841185,43191.397465111775
"Total, All Industries per mil",751353.8581216527,756069.8565952008,769586.8347850213,787767.1226914651,805001.3206456172,838829.2093277595,884481.8743356648,899115.16190026,912637.6274328082,924893.1814135659,884880.7350802834,917011.4270774057,941921.4639725505,938221.9269504296,935772.4683018241,924675.6921793784
Total Farm per mil,35469.58681147713,35369.19823340831,37476.18039381749,32946.94540759332,33787.111926500715,36277.81815042128,35991.169452848,38591.64500118176,38242.81742354031,36718.889086701085,37318.62760263589,38064.62527491118,41875.71483034693,42843.76934575488,44143.20472714634,46698.83681098551
Total Nonfarm per mil,715884.2713101757,720700.6583617927,732110.6543912037,754820.1772838718,771207.0700941584,802558.5863019218,848490.7048828169,860523.5168990783,874387.3957367934,888174.2923268649,847562.1074776475,878946.8018024947,900053.3739992374,895378.1576046747,891629.2635746778,877976.8553683929
Total Private per mil,559809.113484726,566945.9037342041,580796.8342739493,598862.5977455062,607796.8061791938,632991.0852406409,671024.9529855129,682219.0380524698,693916.5894346617,706745.8904516053,665485.8769297405,700865.8741022131,721631.7194052612,720039.5597094928,721932.5686478971,705531.4775926009
Goods Producing per mil,80094.54567214195,83382.52987288611,86940.6499375762,91093.734132223,94529.67169463818,98875.4020275861,105238.12001516357,108758.27227605767,115721.96478220574,119488.45765829922,122335.48866132475,130726.99589363438,130133.4349980938,129792.08503827627,130533.01295129285,127868.87687473006
"Mining, Logging and Construction per mil",36337.25278999492,38425.611095750166,40279.775420356724,43885.7374980052,45744.30873125219,48387.21282459005,53206.27652694878,55025.407705034275,58328.081556997226,61324.25375348644,65549.29926058844,70231.1560880331,67990.85017155929,65998.2786996633,67310.45321968838,65315.81847698196
Manufacturing per mil,43757.29288214703,44964.391669219905,46668.17554593442,47207.996634217816,48778.224338427935,50488.18920299605,52031.84348821479,53732.8645710234,57401.29749768304,58171.621862204025,56786.18940073632,60495.83980560127,62142.584826534505,63793.806338612994,63222.55973160448,62553.05839774809
Durable Goods per mil,20509.828561170452,21985.248511026253,22691.597246051966,23212.290908035808,23857.284609838454,23923.7892404107,23042.673544780835,22770.91704088868,23725.671918443004,23796.807311138804,22623.20947931813,22746.49728549238,22554.327106366756,23652.78050400882,24051.321575916943,23829.736532475465
Non-Durable Goods per mil,23247.464320976575,22979.143158193652,23969.27727116751,23995.705726182012,24928.078353547542,26564.39996258535,28989.169943433953,30961.94753013472,33675.62557924004,34367.39659367396,34162.97992141819,37741.652696821024,39588.25772016775,40141.025834604174,39163.68197548775,38723.32186527263
Service-Providing per mil,635789.7256380337,637310.6555968225,645170.0044536275,663726.4431516487,676684.5370244784,703683.1842743357,743252.5848676533,751765.2446230205,758665.4309545876,768685.8346685657,725234.353246914,748219.8059088602,769919.9390011438,765586.0725663984,761096.2506233848,750107.9784936628
Private Service Providing per mil,479707.087933459,483555.9009692341,493856.184336373,507768.8636132832,513267.13448455563,534115.6832130548,565786.8329703492,573460.7657764121,578187.2103799814,587257.432793306,543150.3882684157,570138.8782085788,591498.2844071673,590247.4746712166,591399.5556966043,577655.1539252044
"Trade, Transportation, and Utilities per mil",143239.68524668642,144226.8172205325,146327.21750494646,148827.05392505333,147591.07100790244,150737.86002604637,157894.34562523695,157380.0519971638,156685.82020389248,154234.17007892707,147859.10961235032,151620.24576675228,152558.13953488372,149987.16574310348,150685.34554412053,144043.31054614778
Wholesale Trade per mil,19200.849714268617,18622.447073241816,18435.09750523849,18983.301658228032,19631.218634666588,20383.787945288273,21184.393420201734,20555.128811155755,19833.178869323445,20028.48495638241,19591.31268755994,19739.77637993879,19504.38429279451,18496.429056757614,18890.450499463514,18401.024678670896
Retail Trade per mil,97051.43164886456,99202.64241464088,99717.4501887316,100226.31983635336,98156.09317333296,100012.23171179209,104747.53406227469,105375.50224533207,106150.13901760889,104162.95768797104,99712.27918200662,103428.12322172837,104330.91879527259,101979.49538721709,101441.71918211905,97768.94091714699
"Transportation, Warehousing, and Utilities per mil",26987.40388355324,26401.72773264981,28167.36878226142,29617.432430471934,29803.759199902917,30341.84036896599,31962.41814276051,31449.420940675966,30709.916589434662,30042.727434573615,28555.517742783777,28452.346165085128,28722.836446816622,29503.69173624847,30353.17586253797,27873.34495032989
Information per mil,8848.6970050564,8466.786731132815,8943.760175808773,9916.000522276547,10051.183940949295,10555.247764115036,9848.884660269227,9358.012290238714,8771.084337349397,8960.892528633316,8701.234415122359,9035.542363236493,9721.692718261533,8931.132887405818,8372.247661362228,7871.259848383302
Financial Activities per mil,28550.69862071029,28583.81222116771,28108.960552541856,27803.97220328164,27183.883840294682,27823.54676471223,27933.666832673025,28746.159300401796,28604.263206672847,28685.241231974363,29328.960801905767,30121.03781855093,30118.185284025923,29005.420586148062,28146.771244200634,27128.665683690037
Finance and Insurance per mil,17450.557998982735,17688.33556274614,17339.9431979966,16560.518794701795,15704.974907733274,16189.03031305987,16479.228144767454,17113.271094303946,16926.784059314177,16319.50626075604,17657.705039754972,17494.34797988342,16332.443766679375,14910.386688610728,13790.028864608363,13404.226799517446
Real Estate and Rental and Leasing per mil,11092.660742602398,10895.476658421576,10769.017354545254,11243.453408579842,11478.90893256141,11634.51645165236,11461.871808403886,11632.88820609785,11677.479147358667,12365.734971218326,11663.52133155957,12626.689838667508,13785.74151734655,14095.033897537332,14356.742379592268,13724.438884172587
